area_name,latitude,longitude,area_catagory,statute,penalty,address
예쁜꿈어린이집,37.4922401,127.0784896,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 일원동 615 우성7차아파트 107동 104호
윤슬어린이집,37.4737864,127.1017461,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 세곡동 602 LH강남아이파크 705동 102호
은가비어린이집,37.4757497,127.0488845,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 개포동 1223-1
창의나무아이파크어린이집,37.5024363,127.0466551,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 역삼동 709
아기우성 어린이집,37.4905083,127.0792227,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 개포로110길 15 101동 104호(일원동우성7차아파트)
아이맘어린이집,37.4807917,127.0904871,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 광평로34길 55 강남데시앙포레아파트 114동 103호
아이자람어린이집,37.4737864,127.1017461,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 자곡로 175 LH강남아이파크 704동 102호
에코비어린이집,,,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 자곡로 260 강남한양수자인아파트 409동 102호
우리어린이집,37.512439,127.065545,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 봉은사로114길 13 서울의료원 내
은마어린이집,37.4976559,127.0648797,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 삼성로 212 30동 114호(대치동 은마아파트)
자곡어린이집,37.4737864,127.1017461,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 자곡로 175 LH 강남아이파크
조이 빅스맘 어린이집,37.4736938,127.0509411,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 논현로6길 19
조이너스어린이집,37.4958223,127.0373824,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 역삼로19길 12 조이너스아파트 101호
토리에코비어린이집,37.4925325,127.0893074,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 양재대로55길 12 120동 101호(수서1단지아파트)
해나무어린이집,37.5172363,127.0473248,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 자곡로 21 209동 102호
한섬아이어린이집,37.5225486,127.0337921,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 신사동 631-2
한신 휴플러스 어린이집,37.4737808,127.1065697,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 밤고개로27길 20 관리동
행복누리 어린이집,37.4629102,127.1015167,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 헌릉로590길 63 세곡리엔파크 아파트 501동104호
힐스어린이집,37.4835321,127.1039802,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 자곡로3길 21 LHA5블럭
호야 어린이집,37.4602722,127.1013494,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 헌릉로590길 63 세곡리엔파크APT 306-102
명화어린이집,37.491035,127.1002787,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 광평로51길 49
민들레어린이집,37.4872625,127.1051693,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 광평로56길 11
삐아제어린이집,37.4869911,127.0984323,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 광평로47길 17 신동아APT7단지
수서서머힐어린이집,37.4887902,127.1035661,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 밤고개로1길 43 한아름APT내(內)
수서어린이집,37.4861348,127.0990541,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 광평로 242
아이꿈 어린이집,37.4890673,127.101008,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 광평로51길 27 404동 101호
예원어린이집,37.5199813,127.0254393,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 논현로151길 32-1
강남동산어린이집,37.479431,127.0502829,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 개포로 257
꼬꼬맘 어린이집,37.4740444,127.0530802,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 논현로4길 41
다솔어린이집,37.4785609,127.0542624,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 언주로 21
은성어린이집,37.4939654,127.0750977,어린이집,서울특���시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 개포로109길 5 216동 111호
인성어린이집,37.4939654,127.0750977,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 개포로109길 5 305동 102호
현이어린이집,37.492341,127.0781235,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 개포로110길 15 107동 104호
꼬마어린이집,37.5257121,127.0506784,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 도산대로89길 15
담희어린이집,37.5235476,127.0574077,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 영동대로138길 12
언북어린이집,37.5199257,127.0451,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 삼성로135길 42
언북몬테소리어린이집,37.5193219,127.0465433,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 학동로67길 15
준현어린이집,37.5225877,127.043359,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 선릉로148길 48-6
청담샛별,37.5250521,127.049284,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 압구정로79길 26 4층
청담아이나라어린이집,37.521466,127.0469425,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 삼성로147길 24 1층
청담어린이집,37.5220801,127.0400983,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 도산대로56길 14
청수어린이집,37.5250521,127.049284,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 압구정로79길 26
힐즈어린이집,37.473596,127.0953513,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남구 자곡로 101 래미안강남힐즈어린이집
엔씨소프트어린이집,37.5045703,127.0494465,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 테헤란로 509 NC soft R&D센터
초망몬테소리어린이집,37.5162234,127.0618652,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 봉은사로105길 24
한별어린이집,37.5117593,127.0554973,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 봉은사로82길 23
한전 빛사랑 어린이집,37.5121481,127.0609078,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 영동대로 512 별관 1층
강남구청 직장어린이집,37.5175282,127.0474699,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 학동로 426
포그니어린이집,37.5173694,127.0455489,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 학동로64길 7 102동107호
도토리소풍넥슨어린이집,37.5172363,127.0473248,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 은사로68길27
방주어린이집,37.5234015,127.0268361,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 신사동 567-17 1층
신사어린이집,37.5199636,127.0240594,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 도산대로15길 26
압구정아람어린이집,37.5293104,127.0355977,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 압구정로 311
바롬어린이집,37.5253051,127.0363519,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 언주로164길 36
압구정어린이집,37.5239227,127.0322517,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 언주로157길 8
압구정코코어린이집,37.5221773,127.029937,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 논현로158길 19
압구정키즈어린이집,37.5272331,127.0355566,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 압구정로42길 25-5
미래나무어린이집,37.5031679,127.03368,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 논현로99길 21
조이너스어린이집,37.4958223,127.0373824,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 역삼로19길12 조이너스APT101호
지예슬어린이집,37.5033259,127.0346009,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 테헤란로25길 43
튼튼영재어린이집,37.522332,127.0568223,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 학동로101길26 삼익상가 3층
가로수어린이집,37.5233379,127.0240519,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 압구정로18길 28 신구초등학교내
가온어린이집,37.4642163,127.1051545,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 헌릉로 618길 8 대왕초등학교내
선릉삼성어린이집,37.5066336,127.0511644,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 선릉로100길 48
성원몬테소리어린이집,37.5138262,127.0515472,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 삼성로111길 8 힐스테이트 2단지내(內)
아이린어린이집,37.5162276,127.0485407,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 학동로68길 29 115동 101호
아이큰숲어린이집,37.5132743,127.0448918,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 봉은사로59길 37 201호
에듀케어어린이집,37.5171888,127.0430478,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 선릉로130길 19 102동 108호
오르다어린이집,37.5127599,127.0504975,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 봉은사로73길 3-4
요요몬테소리어린이집,37.5162367,127.0484363,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 학동로68길 29 힐스테이트1단지 내(內)
은영어린이집,37.5114528,127.0515445,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 봉은사로74길 6-11
현대키즈어린이집,37.5162276,127.0485407,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 학동로68길 29 105동 103호
i구름빵어린이집,37.463919,127.101814,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 헌릉로570길 10 리엔파크2단지
그림마을 어린이집,37.4602722,127.1013494,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 헌릉로590길 63 세곡리엔파크 APT 512동 102호
강남사임당어린이집,37.4948024,127.0348746,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 역삼로11길 14
강남키즈랜드어린이집,37.4932575,127.0333791,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 역삼로8길 12
퍼스트클래스룸어린이집,37.5146969,127.0227423,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남대로146길 28
하늘하늘어린이집,37.5094841,127.0316837,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 봉은사로25길 37
수진영재어린이집,37.5107583,127.0384188,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 언주로114길 15-11
강남토토빌어린이집,37.4980164,127.0320218,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 역삼로14길 13 신도빌딩1층
역삼어린이집,37.4971055,127.0356468,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 테헤란로22길 46
우리누리 어린이집,37.4982503,127.0300905,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 테헤란로 114 국세종합상담센터
참사랑어린이집,37.5060175,127.0367175,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 언주로103길 40
충현어린이집,37.5049665,127.0375589,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 테헤란로27길 40
하늘숲어린이집,37.5058655,127.0398513,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 언주로99길 12
한국타이어동그라미어린이집,37.5018818,127.0317773,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 테헤란로13길 34
베베 키즈룸 어린이집,37.4951837,127.0472148,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 도곡로43길 21 레미안그레이튼APT내(內)
e-편한어린이집,37.4987189,127.0499436,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 선릉로69길 20
그레이튼어린이집,37.4964269,127.0482989,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 도곡로43길 20 관리동
리틀삼육어린이집,37.4972705,127.0502289,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 선릉로69길 19 108동102호
삼성SDS어린이집,37.5031271,127.0460758,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 테헤란로 318 일옥빌딩 3층
삼육어린이집,37.4987189,127.0499436,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 선릉로69길 20 105동 104호
아름어린이집,37.4944057,127.045606,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 도곡로39길 6
역삼가애어린이집,37.4948087,127.0447357,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 도곡로37길 15
대치도담어린이집,37.498989,127.054575,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 선릉로 64길 33 도곡초등학교내
동명어린이집,37.4767068,127.048453,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 개포로20길 34
또래어린이집,37.4816442,127.0526666,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 언주로 105
보배어린이집,37.4796855,127.045882,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 개포로22길 106 포이빌라 101호
GS리테일 푸르니 어린이집,37.5037519,127.037553,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 테헤란로27길 34-3
강남 힐스어린이집,37.5138262,127.0515472,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 삼성로111길 8 힐스테이트2단지 내
강남세브란스어린이집,37.4940737,127.0439885,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 언주로63길 29 명지빌딩 1층
구름빵어린이집,37.463919,127.101814,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 헌릉로590길 10 리엔파크2단지
느티나무 어린이집,37.4855371,127.0714351,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 삼성로 14
대치사랑어린이집,37.4976559,127.0648797,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 삼성로 212 은마아파트 15동 109호
대치아이리베슐레어린이집,37.4953504,127.0544641,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 선릉로 222 대치아이파크아파트 내 (대치동)
대치팰리스 어린이집,37.4942012,127.0584852,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 삼성로51길 37 1단지 관리동
대치팰리스꿈드림 어린이집,37.4942012,127.0584852,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 삼성로51길 35 2단지 관리동
도곡육아종합지원센터,37.4882371,127.0392707,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 도곡로18길 57
동원어린이집,37.4802458,127.0457273,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 개포로15길 29
역삼래미안어린이집,37.4972705,127.0502289,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 선릉로69길 19 래미안생활지원센타1층
아이뜰어린이집,37.4771644,127.0501171,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 개포로22길 39-11
아이신나어린이집,37.489628,127.0496869,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 언주로 3 5동 106호
예지어린이집,37.4788872,127.0553945,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 언주로 25
예향어린이집,37.4756728,127.0520896,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 개포로22길 87
주한울어린이집,37.4785609,127.0542624,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 언주로 21 30동 103호
짐랜드어린이집,37.4753909,127.0533402,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 개포로22길 100
클레 어린이집,37.4803146,127.048561,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 개포로31길 19-8
포이사임당어린이집,37.4746863,127.052937,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 논현로8길 52 서울빌딩 2층
해맑은어린이집,37.4785209,127.0512916,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 개포로36길 14
행복한아이들어린이집,37.4785609,127.0542624,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 언주로 21 24동 105호
보미나어린이집,37.5112405,127.0289689,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 학동로20길 25-9 .
논현어린이집,37.5070784,127.0294956,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 봉은사로13길 13
논현제일어린이집,37.5094029,127.031396,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 봉은사로25길 28 191
사과나무어린이집,37.5110672,127.0257633,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 학동로12길 16
성모어린이집,37.51098,127.0268707,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 강남대로124길 65
세아별어린이집,37.5034607,127.065435,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 영동대로 325 해암빌딩 2층
솔빛어린이집,37.5245727,127.0453677,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 압구정로80길 17 2층
숲속어린이집,37.5172363,127.0473248,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 자곡로 21 LH푸르지오아파트 211동 104호
아이앤어린이집,37.5099927,127.0518311,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 봉은사로68길 35-2
아이플러스 어린이집,37.4680562,127.1054415,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 밤고개로26길 50 강남한신휴플러스 아파트 6단지 내 관리동
아크로힐스 논현어린이집,37.5093526,127.0388621,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 언주로 604 1층(논현동)
리나어린이집,37.4709675,127.1039414,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 밤고개로 24길 66-18
리엔아이어린이집,37.4602722,127.1013494,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 헌릉로590길 63 세곡리엔파크APT 501동 101호
리엔어린이집,37.466266,127.1167873,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 헌릉로570길11 리엔파크303동1층
맘엔아이어린이집,37.4629102,127.1015167,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 헌릉로590길 63 세곡리엔파크 APT 206동104호
밀튼어린이집,37.4623275,127.1020437,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,100000,서울특별시 강남구 헌릉로590길 88 세곡리엔파크 4단지내(內)
